Timestamp,Elapsed Time,Memory Used,States Generated,Number of Moves
2025-04-06T16:39:26.403042,2.6196370124816895,11134300,3346,62
2025-04-06T16:40:35.356328,2.673421621322632,11148271,6692,62
2025-04-06T17:53:38.085393,2.600464105606079,10903594,1069,62
