Timestamp,Elapsed Time,Memory Used,States Generated,Number of Moves
2025-04-06T16:38:22.678216,7.557848215103149,28058218,2277,3
2025-04-06T16:40:24.552532,7.550339460372925,28012332,5623,3
2025-04-06T17:06:07.614118,7.606239557266235,28057826,2277,3
